season,week,n_competitors,n_eliminated,actual_elims,pred_percent_elims,pred_rank_elims,percent_hit,rank_hit,methods_agree,percent_elim_fan_pct_mean,percent_elim_judge_pct_mean,percent_elim_delta_mean,percent_elim_high_fan_rate,rank_elim_fan_pct_mean,rank_elim_judge_pct_mean,rank_elim_delta_mean,rank_elim_high_fan_rate
1,2,6,1,Trista Sutter,Trista Sutter,Trista Sutter,1,1,1,0.16666666666666666,0.5,-0.33333333333333337,0.0,0.16666666666666666,0.5,-0.33333333333333337,0.0
1,3,5,1,Evander Holyfield,Evander Holyfield,Evander Holyfield,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
1,4,4,1,Rachel Hunter,Rachel Hunter,Joey McIntyre,1,0,0,0.25,0.75,-0.5,0.0,0.5,0.25,0.25,0.0
2,1,10,1,Kenny Mayne,Kenny Mayne,Kenny Mayne,1,1,1,0.1,0.2,-0.1,0.0,0.1,0.2,-0.1,0.0
2,2,9,1,Tatum O'Neal,Tatum O'Neal,Tatum O'Neal,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
2,3,8,1,Giselle Fernandez,Giselle Fernandez,Master P,1,0,0,0.125,0.4375,-0.3125,0.0,0.25,0.125,0.125,0.0
2,4,7,1,Master P,Master P,Master P,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
2,5,6,1,Tia Carrere,Tia Carrere,Tia Carrere,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
2,6,5,1,George Hamilton,George Hamilton,George Hamilton,1,1,1,0.2,0.3,-0.09999999999999998,0.0,0.2,0.3,-0.09999999999999998,0.0
2,7,4,1,Lisa Rinna,Lisa Rinna,Lisa Rinna,1,1,1,0.25,0.5,-0.25,0.0,0.25,0.5,-0.25,0.0
3,1,11,1,Tucker Carlson,Tucker Carlson,Tucker Carlson,1,1,1,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
3,2,10,1,Shanna Moakler,Shanna Moakler,Shanna Moakler,1,1,1,0.1,0.5,-0.4,0.0,0.1,0.5,-0.4,0.0
3,3,9,1,Harry Hamlin,Harry Hamlin,Emmitt Smith,1,0,0,0.1111111111111111,0.5,-0.3888888888888889,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
3,4,8,1,Vivica A. Fox,Vivica A. Fox,Sara Evans,1,0,0,0.125,0.5,-0.375,0.0,0.25,0.125,0.125,0.0
3,5,7,1,Willa Ford,Willa Ford,Jerry Springer,1,0,0,0.14285714285714285,0.7857142857142857,-0.6428571428571428,0.0,0.5714285714285714,0.21428571428571427,0.3571428571428571,1.0
3,7,5,1,Jerry Springer,Jerry Springer,Jerry Springer,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
3,8,4,1,Monique Coleman,Monique Coleman,Monique Coleman,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
4,2,11,1,Paulina Porizkova,Paulina Porizkova,Shandi Finnessey,1,0,0,0.09090909090909091,0.4090909090909091,-0.31818181818181823,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0
4,3,10,1,Shandi Finnessey,Shandi Finnessey,Clyde Drexler,1,0,0,0.1,0.4,-0.30000000000000004,0.0,0.2,0.1,0.1,0.0
4,4,9,1,Leeza Gibbons,Leeza Gibbons,Leeza Gibbons,1,1,1,0.1111111111111111,0.2777777777777778,-0.16666666666666669,0.0,0.1111111111111111,0.2777777777777778,-0.16666666666666669,0.0
4,5,8,1,Clyde Drexler,Clyde Drexler,Clyde Drexler,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
4,6,7,1,Heather Mills,Heather Mills,John Ratzenberger,1,0,0,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
4,7,6,1,John Ratzenberger,John Ratzenberger,John Ratzenberger,1,1,1,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0
4,8,5,1,Billy Ray Cyrus,Billy Ray Cyrus,Billy Ray Cyrus,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
4,9,4,1,Ian Ziering,Ian Ziering,Ian Ziering,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
5,1,12,1,Josie Maran,Josie Maran,Josie Maran,1,1,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
5,2,11,1,Albert Reed,Albert Reed,Wayne Newton,1,0,0,0.09090909090909091,0.45454545454545453,-0.36363636363636365,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
5,3,10,1,Wayne Newton,Wayne Newton,Wayne Newton,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
5,4,9,1,Floyd Mayweather Jr.,Floyd Mayweather Jr.,Floyd Mayweather Jr.,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
5,5,8,1,Mark Cuban,Mark Cuban,Mark Cuban,1,1,1,0.125,0.1875,-0.0625,0.0,0.125,0.1875,-0.0625,0.0
5,6,7,1,Sabrina Bryan,Sabrina Bryan,Jane Seymour,1,0,0,0.14285714285714285,0.5,-0.35714285714285715,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
5,7,6,1,Jane Seymour,Jane Seymour,Jane Seymour,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
5,8,5,1,Cameron Mathison,Cameron Mathison,Marie Osmond,1,0,0,0.2,0.6,-0.39999999999999997,0.0,0.4,0.2,0.2,0.0
5,9,4,1,Jennie Garth,Jennie Garth,Jennie Garth,1,1,1,0.25,0.5,-0.25,0.0,0.25,0.5,-0.25,0.0
6,2,12,2,Monica Seles; Penn Jillette,Monica Seles; Penn Jillette,Monica Seles; Penn Jillette,1,1,1,0.125,0.16666666666666666,-0.04166666666666667,0.0,0.125,0.16666666666666666,-0.04166666666666667,0.0
6,3,10,1,Steve Guttenberg,Steve Guttenberg,Steve Guttenberg,1,1,1,0.1,0.35,-0.24999999999999997,0.0,0.1,0.35,-0.24999999999999997,0.0
6,4,9,1,Adam Carolla,Adam Carolla,Adam Carolla,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
6,5,8,1,Priscilla Presley,Priscilla Presley,Priscilla Presley,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
6,6,7,1,Marlee Matlin,Marlee Matlin,Marlee Matlin,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
6,7,6,1,Shannon Elizabeth,Shannon Elizabeth,Shannon Elizabeth,1,1,1,0.16666666666666666,0.4166666666666667,-0.25,0.0,0.16666666666666666,0.4166666666666667,-0.25,0.0
6,8,5,1,Mario,Mario,Marissa Jaret Winokur,1,0,0,0.2,0.6,-0.39999999999999997,0.0,0.4,0.2,0.2,0.0
6,9,4,1,Marissa Jaret Winokur,Marissa Jaret Winokur,Marissa Jaret Winokur,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
7,1,13,2,Jeffrey Ross; Ted McGinley,Jeffrey Ross; Ted McGinley,Jeffrey Ross; Rocco DiSpirito,1,0,0,0.11538461538461539,0.23076923076923078,-0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0
7,2,11,1,Kim Kardashian,Kim Kardashian,Kim Kardashian,1,1,1,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0
7,4,9,1,Rocco DiSpirito,Rocco DiSpirito,Rocco DiSpirito,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
7,5,8,1,Toni Braxton,Toni Braxton,Cloris Leachman,1,0,0,0.125,0.4375,-0.3125,0.0,0.25,0.1875,0.0625,0.0
7,6,7,1,Cloris Leachman,Cloris Leachman,Cloris Leachman,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
7,7,6,1,Susan Lucci,Susan Lucci,Warren Sapp,1,0,0,0.16666666666666666,0.5,-0.33333333333333337,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
7,8,5,1,Maurice Greene,Maurice Greene,Maurice Greene,1,1,1,0.2,0.3,-0.09999999999999998,0.0,0.2,0.3,-0.09999999999999998,0.0
7,9,4,1,Cody Linley,Cody Linley,Cody Linley,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
8,2,13,1,Belinda Carlisle,Belinda Carlisle,Steve-O,1,0,0,0.07692307692307693,0.34615384615384615,-0.2692307692307692,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0
8,3,12,1,Denise Richards,Steve Wozniak,Steve Wozniak,0,0,1,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
8,4,11,2,Holly Madison; Steve Wozniak,Steve Wozniak; Holly Madison,Steve Wozniak; Holly Madison,1,1,1,0.13636363636363635,0.18181818181818182,-0.04545454545454544,0.0,0.13636363636363635,0.18181818181818182,-0.04545454545454544,0.0
8,5,9,1,David Alan Grier,David Alan Grier,Steve-O,1,0,0,0.1111111111111111,0.4444444444444444,-0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
8,6,8,1,Steve-O,Steve-O,Steve-O,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
8,7,7,1,Lawrence Taylor,Lawrence Taylor,Lawrence Taylor,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
8,8,6,1,Chuck Wicks,Chuck Wicks,Chuck Wicks,1,1,1,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0
8,9,5,1,Lil' Kim,Lil' Kim,Lil' Kim,1,1,1,0.2,0.4,-0.2,0.0,0.2,0.4,-0.2,0.0
8,10,4,1,Ty Murray,Ty Murray,Ty Murray,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
9,1,16,2,Ashley Hamiliton; Macy Gray,Ashley Hamiliton; Macy Gray,Ashley Hamiliton; Macy Gray,1,1,1,0.09375,0.09375,0.0,0.0,0.09375,0.09375,0.0,0.0
9,2,14,1,Kathy Ireland,Kathy Ireland,Kathy Ireland,1,1,1,0.07142857142857142,0.10714285714285714,-0.03571428571428571,0.0,0.07142857142857142,0.10714285714285714,-0.03571428571428571,0.0
9,3,13,1,Debi Mazar,Debi Mazar,Michael Irvin,1,0,0,0.07692307692307693,0.2692307692307692,-0.1923076923076923,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0
9,4,11,1,Chuck Liddell,Chuck Liddell,Chuck Liddell,1,1,1,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0
9,5,10,1,Natalie Coughlin,Natalie Coughlin,Michael Irvin,1,0,0,0.1,0.25,-0.15,0.0,0.2,0.1,0.1,0.0
9,6,9,2,Louie Vito; Melissa Joan Hart,Melissa Joan Hart; Louie Vito,Melissa Joan Hart; Michael Irvin,1,0,0,0.16666666666666666,0.2777777777777778,-0.1111111111111111,0.0,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0
9,7,7,2,Mark Dacascos; Michael Irvin,Mark Dacascos; Michael Irvin,Michael Irvin; Mark Dacascos,1,1,1,0.21428571428571427,0.21428571428571427,0.0,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0
9,8,5,1,Aaron Carter,Aaron Carter,Aaron Carter,1,1,1,0.2,0.3,-0.09999999999999998,0.0,0.2,0.3,-0.09999999999999998,0.0
9,9,4,1,Joanna Krupa,Joanna Krupa,Joanna Krupa,1,1,1,0.25,0.75,-0.5,0.0,0.25,0.75,-0.5,0.0
10,2,11,1,Shannen Doherty,Buzz Aldrin,Buzz Aldrin,0,0,1,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
10,3,10,1,Buzz Aldrin,Buzz Aldrin,Buzz Aldrin,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
10,4,9,1,Aiden Turner,Aiden Turner,Aiden Turner,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
10,5,8,1,Kate Gosselin,Kate Gosselin,Kate Gosselin,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
10,6,7,1,Jake Pavelka,Jake Pavelka,Jake Pavelka,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
10,7,6,1,Pamela Anderson,Pamela Anderson,Niecy Nash,1,0,0,0.16666666666666666,0.4166666666666667,-0.25,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
10,8,5,1,Niecy Nash,Niecy Nash,Niecy Nash,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
10,9,4,1,Chad Ochocinco,Chad Ochocinco,Chad Ochocinco,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
11,1,12,1,David Hasselhoff,David Hasselhoff,David Hasselhoff,1,1,1,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0
11,2,11,1,Michael Bolton,Michael Bolton,Michael Bolton,1,1,1,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
11,3,10,1,Margaret Cho,Margaret Cho,Margaret Cho,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
11,4,9,1,The Situation,The Situation,The Situation,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
11,5,8,1,Florence Henderson,Florence Henderson,Bristol Palin,1,0,0,0.125,0.375,-0.25,0.0,0.25,0.125,0.125,0.0
11,6,7,1,Audrina Patridge,Audrina Patridge,Kurt Warner,1,0,0,0.14285714285714285,0.8571428571428571,-0.7142857142857142,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
11,7,6,1,Rick Fox,Rick Fox,Bristol Palin,1,0,0,0.16666666666666666,0.5,-0.33333333333333337,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
11,8,5,1,Kurt Warner,Kurt Warner,Kurt Warner,1,1,1,0.2,0.4,-0.2,0.0,0.2,0.4,-0.2,0.0
11,9,4,1,Brandy,Brandy,Brandy,1,1,1,0.25,0.5,-0.25,0.0,0.25,0.5,-0.25,0.0
12,2,11,1,Mike Catherwood,Mike Catherwood,Mike Catherwood,1,1,1,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0
12,3,10,1,Wendy Williams,Wendy Williams,Wendy Williams,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
12,4,9,1,Sugar Ray Leonard,Sugar Ray Leonard,Sugar Ray Leonard,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
12,5,8,1,Petra Nemcova,Petra Nemcova,Petra Nemcova,1,1,1,0.125,0.25,-0.125,0.0,0.125,0.25,-0.125,0.0
12,6,7,1,Chris Jericho,Chris Jericho,Chris Jericho,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
12,7,6,1,Kendra Wilkinson,Kendra Wilkinson,Kendra Wilkinson,1,1,1,0.16666666666666666,0.5,-0.33333333333333337,0.0,0.16666666666666666,0.5,-0.33333333333333337,0.0
12,8,5,1,Romeo,Romeo,Romeo,1,1,1,0.2,0.4,-0.2,0.0,0.2,0.4,-0.2,0.0
12,9,4,1,Ralph Macchio,Ralph Macchio,Ralph Macchio,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
13,1,12,1,Metta World Peace (Ron),Metta World Peace (Ron),Metta World Peace (Ron),1,1,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
13,2,11,1,Elisabetta Canalis,Elisabetta Canalis,Hope Solo,1,0,0,0.09090909090909091,0.5909090909090909,-0.5,0.0,0.18181818181818182,0.36363636363636365,-0.18181818181818182,0.0
13,3,10,1,Kristin Cavallari,Chaz Bono,Chaz Bono,0,0,1,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.0
13,4,9,1,Chynna Phillips,Chynna Phillips,Carson Kressley,1,0,0,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
13,5,8,1,Carson Kressley,Carson Kressley,Carson Kressley,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
13,6,7,1,Chaz Bono,Chaz Bono,Chaz Bono,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
13,7,6,1,David Arquette,David Arquette,David Arquette,1,1,1,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0
13,8,5,1,Nancy Grace,Nancy Grace,Nancy Grace,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
13,9,4,1,Hope Solo,Hope Solo,Hope Solo,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
14,2,12,1,Martina Navratilova,Martina Navratilova,Martina Navratilova,1,1,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
14,3,11,1,Jack Wagner,Jack Wagner,Jack Wagner,1,1,1,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0
14,4,10,1,Sherri Sheperd,Sherri Sheperd,Sherri Sheperd,1,1,1,0.1,0.2,-0.1,0.0,0.1,0.2,-0.1,0.0
14,5,9,1,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
14,6,8,1,Gladys Knight,Gladys Knight,Gladys Knight,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
14,7,7,1,Jaleel White,Jaleel White,Jaleel White,1,1,1,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.0
14,8,6,2,Melissa Gilbert; Roshon Fegan,Melissa Gilbert; Roshon Fegan,Melissa Gilbert; Maria Menounos,1,0,0,0.25,0.5,-0.25000000000000006,0.0,0.41666666666666663,0.25,0.16666666666666669,0.0
14,9,4,1,Maria Menounos,Maria Menounos,Donald Driver,1,0,0,0.25,1.0,-0.75,0.0,0.5,0.5,0.0,0.0
15,1,13,1,Pamela Anderson,Pamela Anderson,Pamela Anderson,1,1,1,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0
15,2,12,1,Joey Fatone,Joey Fatone,Bristol Palin,1,0,0,0.08333333333333333,0.4166666666666667,-0.33333333333333337,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
15,3,11,2,Drew Lachey; Helio Castroneves,Drew Lachey; Helio Castroneves,Drew Lachey; Bristol Palin,1,0,0,0.13636363636363635,0.4090909090909091,-0.2727272727272727,0.0,0.2727272727272727,0.1590909090909091,0.11363636363636363,0.0
15,4,9,1,Bristol Palin,Bristol Palin,Bristol Palin,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
15,6,8,1,Sabrina Bryan,Sabrina Bryan,Emmitt Smith,1,0,0,0.125,0.9375,-0.8125,0.0,0.5,0.125,0.375,0.0
15,8,7,2,Gilles Marini; Kirstie Alley,Kirstie Alley; Gilles Marini,Kirstie Alley; Gilles Marini,1,1,1,0.21428571428571427,0.4642857142857143,-0.25,0.0,0.21428571428571427,0.4642857142857143,-0.25,0.0
15,9,5,2,Apolo Anton Ohno; Emmitt Smith,Emmitt Smith; Apolo Anton Ohno,Emmitt Smith; Apolo Anton Ohno,1,1,1,0.30000000000000004,0.4,-0.09999999999999998,0.0,0.30000000000000004,0.4,-0.09999999999999998,0.0
16,3,11,1,Wynonna Judd,Wynonna Judd,Wynonna Judd,1,1,1,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
16,4,10,1,Lisa Vanderpump,Lisa Vanderpump,Lisa Vanderpump,1,1,1,0.1,0.15,-0.04999999999999999,0.0,0.1,0.15,-0.04999999999999999,0.0
16,5,9,1,D. L. Hughley,D. L. Hughley,D. L. Hughley,1,1,1,0.1111111111111111,0.16666666666666666,-0.05555555555555555,0.0,0.1111111111111111,0.16666666666666666,-0.05555555555555555,0.0
16,6,8,1,Victor Ortiz,Victor Ortiz,Victor Ortiz,1,1,1,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.0
16,7,7,1,Andy Dick,Andy Dick,Andy Dick,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
16,8,6,1,Sean Lowe,Sean Lowe,Sean Lowe,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
16,9,5,1,Ingo Rademacher,Ingo Rademacher,Ingo Rademacher,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
16,10,4,1,Alexandra Raisman,Alexandra Raisman,Alexandra Raisman,1,1,1,0.25,0.5,-0.25,0.0,0.25,0.5,-0.25,0.0
17,2,12,1,Keyshawn Johnson,Keyshawn Johnson,Keyshawn Johnson,1,1,1,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0
17,3,11,1,Bill Nye,Bill Nye,Bill Nye,1,1,1,0.09090909090909091,0.13636363636363635,-0.04545454545454544,0.0,0.09090909090909091,0.13636363636363635,-0.04545454545454544,0.0
17,4,10,1,Valerie Harper,Valerie Harper,Valerie Harper,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
17,5,9,1,Christina Milian,Christina Milian,Leah Remini,1,0,0,0.1111111111111111,0.9444444444444444,-0.8333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
17,7,8,1,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",Leah Remini,1,0,0,0.125,0.4375,-0.3125,0.0,0.25,0.25,0.0,0.0
17,8,7,1,Brant Daugherty,Brant Daugherty,Bill Engvall,1,0,0,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
17,9,6,1,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,Bill Engvall,1,0,0,0.16666666666666666,0.8333333333333334,-0.6666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
17,10,5,1,Leah Remini,Leah Remini,Leah Remini,1,1,1,0.2,0.4,-0.2,0.0,0.2,0.4,-0.2,0.0
17,11,4,1,Bill Engvall,Bill Engvall,Bill Engvall,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
18,2,11,1,Sean Avery,Billy Dee Williams,Billy Dee Williams,0,0,1,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
